"ocid","release_id","id","awardID","title","description","status","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays","amount","currency","dateSigned"
"ocds-5wno2w-RE-PU-MDMQ-2025-3801-41357","RE-PU-MDMQ-2025-3801-41357-2025-09-16T19:10:34.261Z-compiled","2275126-RE-PU-MDMQ-2025-3801","8252752-RE-PU-MDMQ-2025-3801","","","terminated","2025-08-07T00:00:00-05:00","2025-08-17T00:00:00-05:00","","10","38895.78","USD","2025-08-06T00:00:00-05:00"
"ocds-5wno2w-RE-PU-DD23D01S-2025-01-62072","RE-PU-DD23D01S-2025-01-62072-2025-08-13T17:36:56.799Z-compiled","2275464-RE-PU-DD23D01S-2025-01","8252598-RE-PU-DD23D01S-2025-01","","","terminated","2025-08-08T00:00:00-05:00","2026-02-04T00:00:00-05:00","","180","4891.38","USD","2025-08-08T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EERSA-2025-14-3219","RE-PU-EERSA-2025-14-3219-2025-08-20T18:24:13.799Z-compiled","2276339-RE-PU-EERSA-2025-14","8249688-RE-PU-EERSA-2025-14","","","terminated","2025-08-18T00:00:00-05:00","2026-08-18T00:00:00-05:00","","365","19805.76","USD","2025-08-18T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CSB-PI-2025-01-87397","RE-PU-CSB-PI-2025-01-87397-2025-09-24T18:48:58.731Z-compiled","2273640-RE-PU-CSB-PI-2025-01","8253306-RE-PU-CSB-PI-2025-01","","","terminated","2025-07-25T00:00:00-05:00","2025-08-02T00:00:00-05:00","","8","16074.45","USD","2025-07-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HCAM-2025-004-54651","RE-PU-HCAM-2025-004-54651-2025-08-12T22:34:21.900Z-compiled","2275338-RE-PU-HCAM-2025-004","8260581-RE-PU-HCAM-2025-004","","","terminated","2025-08-08T00:00:00-05:00","2026-05-05T00:00:00-05:00","","270","2278445.76","USD","2025-08-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HGSF-2025-005-390394","RE-PU-HGSF-2025-005-390394-2025-08-12T22:33:36.125Z-compiled","2273790-RE-PU-HGSF-2025-005","8216262-RE-PU-HGSF-2025-005","","","terminated","2025-07-17T00:00:00-05:00","2025-12-19T00:00:00-05:00","","155","14341.88","USD","2025-07-17T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EMMAIPC-2025-001-388889","RE-PU-EMMAIPC-2025-001-388889-2025-08-26T19:01:56.290Z-compiled","2277152-RE-PU-EMMAIPC-2025-001","8262819-RE-PU-EMMAIPC-2025-001","","","terminated","2025-08-25T00:00:00-05:00","2030-08-24T00:00:00-05:00","","1825","4679.72","USD","2025-08-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EMMAIPC-2025-001-388889","RE-PU-EMMAIPC-2025-001-388889-2025-08-26T19:01:56.290Z-compiled","2277153-RE-PU-EMMAIPC-2025-001","8262824-RE-PU-EMMAIPC-2025-001","","","terminated","2025-08-25T00:00:00-05:00","2030-08-24T00:00:00-05:00","","1825","4829.70","USD","2025-08-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HEJCA-2025-202-87497","RE-PU-HEJCA-2025-202-87497-2025-09-27T18:58:40.359Z-compiled","2281301-RE-PU-HEJCA-2025-202","8251720-RE-PU-HEJCA-2025-202","","","terminated","2025-09-23T00:00:00-05:00","2025-12-22T00:00:00-05:00","","90","50997.90","USD","2025-09-17T00:00:00-05:00"
"ocds-5wno2w-RE-PU-MDMQ-2025-1405-41357","RE-PU-MDMQ-2025-1405-41357-2025-09-11T19:52:46.000Z-compiled","2279228-RE-PU-MDMQ-2025-1405","8255702-RE-PU-MDMQ-2025-1405","","","terminated","2025-08-15T00:00:00-05:00","2026-08-15T00:00:00-05:00","","365","204000.00","USD","2025-08-14T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CELECEP-2025-05113-238940","RE-PU-CELECEP-2025-05113-238940-2025-09-18T19:28:38.628Z-compiled","2280200-RE-PU-CELECEP-2025-05113","8263537-RE-PU-CELECEP-2025-05113","","","terminated","2025-09-09T00:00:00-05:00","2026-02-06T00:00:00-05:00","","150","23979.61","USD","2025-09-09T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPP-2025-008-253178","RE-PU-EPP-2025-008-253178-2025-08-29T19:09:36.726Z-compiled","2277608-RE-PU-EPP-2025-008","8252991-RE-PU-EPP-2025-008","","","terminated","2025-08-25T00:00:00-05:00","2027-08-25T00:00:00-05:00","","730","38480.79","USD","2025-08-22T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HEJCA-2025-111-87497","RE-PU-HEJCA-2025-111-87497-2025-08-21T18:42:00.949Z-compiled","2276677-RE-PU-HEJCA-2025-111","8260683-RE-PU-HEJCA-2025-111","","","terminated","2025-08-20T00:00:00-05:00","2026-01-17T00:00:00-05:00","","150","2040000.00","USD","2025-08-20T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UEA-2025-006-124342","RE-PU-UEA-2025-006-124342-2025-08-12T22:34:29.422Z-compiled","2274377-RE-PU-UEA-2025-006","8263278-RE-PU-UEA-2025-006","","","terminated","2025-08-04T00:00:00-05:00","2026-08-04T00:00:00-05:00","","365","140499.36","USD","2025-07-31T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOCH-2025-12-53390","RE-PU-ESPOCH-2025-12-53390-2025-08-12T22:34:06.333Z-compiled","2275038-RE-PU-ESPOCH-2025-12","8243278-RE-PU-ESPOCH-2025-12","","","terminated","2025-08-07T00:00:00-05:00","2025-08-22T00:00:00-05:00","","15","8662.50","USD","2025-08-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPAMMFL-2025-01-25643","RE-PU-ESPAMMFL-2025-01-25643-2025-08-20T18:24:15.508Z-compiled","2275407-RE-PU-ESPAMMFL-2025-01","8270663-RE-PU-ESPAMMFL-2025-01","","","terminated","2025-08-05T00:00:00-05:00","2026-08-05T00:00:00-05:00","","365","657787.97","USD","2025-08-05T00:00:00-05:00"
"ocds-5wno2w-RE-PU-DGAC-2025-002-2449","RE-PU-DGAC-2025-002-2449-2025-08-22T18:41:46.355Z-compiled","2276801-RE-PU-DGAC-2025-002","8266647-RE-PU-DGAC-2025-002","","","terminated","2025-08-20T00:00:00-05:00","2026-08-20T00:00:00-05:00","","365","15531.20","USD","2025-08-20T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOCH-2025-03-53390","RE-PU-ESPOCH-2025-03-53390-2025-09-08T19:58:42.084Z-compiled","2278700-RE-PU-ESPOCH-2025-03","8261352-RE-PU-ESPOCH-2025-03","","","terminated","2025-08-14T00:00:00-05:00","2025-08-29T00:00:00-05:00","","15","34553.00","USD","2025-08-14T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOCH-2025-16-53390","RE-PU-ESPOCH-2025-16-53390-2025-08-13T17:36:57.241Z-compiled","2275509-RE-PU-ESPOCH-2025-16","8261353-RE-PU-ESPOCH-2025-16","","","terminated","2025-08-13T00:00:00-05:00","2026-08-13T00:00:00-05:00","","365","16275.00","USD","2025-08-13T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADC-2025-1892-2616","RE-PU-GADC-2025-1892-2616-2025-08-26T19:01:52.612Z-compiled","2276176-RE-PU-GADC-2025-1892","8244362-RE-PU-GADC-2025-1892","","","terminated","2025-08-14T00:00:00-05:00","2025-08-24T00:00:00-05:00","","10","14949.24","USD","2025-08-14T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADM-CM-2025-001-92493","RE-PU-GADM-CM-2025-001-92493-2025-08-12T22:34:29.172Z-compiled","2274795-RE-PU-GADM-CM-2025-001","8264076-RE-PU-GADM-CM-2025-001","","","terminated","2025-08-05T00:00:00-05:00","2028-01-22T00:00:00-05:00","","900","39708.81","USD","2025-08-05T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HGMACH-2025-004-2763","RE-PU-HGMACH-2025-004-2763-2025-08-12T22:34:39.348Z-compiled","2274894-RE-PU-HGMACH-2025-004","8265492-RE-PU-HGMACH-2025-004","","","terminated","2025-07-31T00:00:00-05:00","2025-08-08T00:00:00-05:00","","8","31600.80","USD","2025-07-31T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADGPA-2025-003-30745","RE-PU-GADGPA-2025-003-30745-2025-08-29T19:09:38.971Z-compiled","2277506-RE-PU-GADGPA-2025-003","8265133-RE-PU-GADGPA-2025-003","","","terminated","2025-08-26T00:00:00-05:00","2027-08-16T00:00:00-05:00","","720","75000.00","USD","2025-08-26T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EMASEO-EP-2025-004-276265","RE-PU-EMASEO-EP-2025-004-276265-2025-08-12T22:33:54.976Z-compiled","2274975-RE-PU-EMASEO-EP-2025-004","8234084-RE-PU-EMASEO-EP-2025-004","","","terminated","2025-08-06T00:00:00-05:00","2030-08-05T00:00:00-05:00","","1825","285928.07","USD","2025-08-05T00:00:00-05:00"
"ocds-5wno2w-RE-PU-IKIAM-2025-005-599302","RE-PU-IKIAM-2025-005-599302-2025-09-22T19:36:46.188Z-compiled","2275212-RE-PU-IKIAM-2025-005","8258343-RE-PU-IKIAM-2025-005","","","terminated","2025-09-15T00:00:00-05:00","2025-12-14T00:00:00-05:00","","90","69403.08","USD","2025-08-08T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPMTPQ-2025-005-282215","RE-PU-EPMTPQ-2025-005-282215-2025-10-13T19:38:47.224Z-compiled","2280208-RE-PU-EPMTPQ-2025-005","8284469-RE-PU-EPMTPQ-2025-005","","","terminated","2025-10-13T00:00:00-05:00","2026-01-11T00:00:00-05:00","","90","73467.56","USD","2025-09-16T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UITEY-2025-001-541976","RE-PU-UITEY-2025-001-541976-2025-08-15T17:46:10.376Z-compiled","2275838-RE-PU-UITEY-2025-001","8266066-RE-PU-UITEY-2025-001","","","terminated","2025-08-13T00:00:00-05:00","2025-08-28T00:00:00-05:00","","15","2500.00","USD","2025-08-13T00:00:00-05:00"
"ocds-5wno2w-RE-PU-SOT-2025-00001-852081","RE-PU-SOT-2025-00001-852081-2025-08-21T18:42:02.250Z-compiled","2276610-RE-PU-SOT-2025-00001","8276819-RE-PU-SOT-2025-00001","","","terminated","2025-08-20T00:00:00-05:00","2026-01-17T00:00:00-05:00","","150","10809.36","USD","2025-08-20T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EMURPLAG-2025-00001-282237","RE-PU-EMURPLAG-2025-00001-282237-2025-07-17T16:59:00.230Z-compiled","2272171-RE-PU-EMURPLAG-2025-00001","8212017-RE-PU-EMURPLAG-2025-00001","","","terminated","2025-07-16T00:00:00-05:00","2026-07-16T00:00:00-05:00","","365","2000.00","USD","2025-07-16T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADPP-2025-13-2426","RE-PU-GADPP-2025-13-2426-2025-07-17T16:59:00.634Z-compiled","2272149-RE-PU-GADPP-2025-13","8248272-RE-PU-GADPP-2025-13","","","terminated","2025-07-15T00:00:00-05:00","2025-07-16T00:00:00-05:00","","1","12900.00","USD","2025-07-15T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOCH-2025-17-53390","RE-PU-ESPOCH-2025-17-53390-2025-08-12T22:34:40.567Z-compiled","2275328-RE-PU-ESPOCH-2025-17","8265106-RE-PU-ESPOCH-2025-17","","","terminated","2025-08-12T00:00:00-05:00","2025-08-27T00:00:00-05:00","","15","10000.00","USD","2025-08-12T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HBO-2025-003-40576","RE-PU-HBO-2025-003-40576-2025-08-12T22:33:25.515Z-compiled","2273911-RE-PU-HBO-2025-003","8216940-RE-PU-HBO-2025-003","","","terminated","2025-07-30T00:00:00-05:00","2025-08-09T00:00:00-05:00","","10","154011.60","USD","2025-07-29T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOCH-2025-14-53390","RE-PU-ESPOCH-2025-14-53390-2025-08-13T17:36:55.084Z-compiled","2275505-RE-PU-ESPOCH-2025-14","8251675-RE-PU-ESPOCH-2025-14","","","terminated","2025-08-13T00:00:00-05:00","2025-08-28T00:00:00-05:00","","15","22013.00","USD","2025-08-13T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOCH-2025-04-53390","RE-PU-ESPOCH-2025-04-53390-2025-09-08T19:58:42.808Z-compiled","2278716-RE-PU-ESPOCH-2025-04","8269442-RE-PU-ESPOCH-2025-04","","","terminated","2025-08-20T00:00:00-05:00","2025-09-04T00:00:00-05:00","","15","29568.00","USD","2025-08-20T00:00:00-05:00"
"ocds-5wno2w-RE-PU-IKIAM-2025-002-599302","RE-PU-IKIAM-2025-002-599302-2025-07-17T16:59:00.048Z-compiled","2271245-RE-PU-IKIAM-2025-002","8214953-RE-PU-IKIAM-2025-002","","","terminated","2025-07-21T00:00:00-05:00","2026-07-21T00:00:00-05:00","","365","204317.16","USD","2025-07-15T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UEA-2025-005-124342","RE-PU-UEA-2025-005-124342-2025-08-14T17:42:26.074Z-compiled","2275702-RE-PU-UEA-2025-005","8212888-RE-PU-UEA-2025-005","","","terminated","2025-08-08T00:00:00-05:00","2026-08-08T00:00:00-05:00","","365","16947.99","USD","2025-07-28T00:00:00-05:00"
"ocds-5wno2w-RE-PU-PARQUES_EP-2025-001-1202289","RE-PU-PARQUES_EP-2025-001-1202289-2025-09-03T19:15:17.220Z-compiled","2278201-RE-PU-PARQUES_EP-2025-001","8272641-RE-PU-PARQUES_EP-2025-001","","","terminated","2025-08-25T00:00:00-05:00","2026-08-25T00:00:00-05:00","","365","17694.59","USD","2025-08-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-IIGE-2025-001-278371","RE-PU-IIGE-2025-001-278371-2025-09-23T18:58:38.842Z-compiled","2280777-RE-PU-IIGE-2025-001","8276844-RE-PU-IIGE-2025-001","","","terminated","2025-09-22T00:00:00-05:00","2025-11-21T00:00:00-05:00","","60","51796.25","USD","2025-09-09T00:00:00-05:00"
"ocds-5wno2w-RE-PU-IIGE-2025-001-278371","RE-PU-IIGE-2025-001-278371-2025-09-23T18:58:38.842Z-compiled","2280782-RE-PU-IIGE-2025-001","8276837-RE-PU-IIGE-2025-001","","","terminated","2025-09-22T00:00:00-05:00","2025-11-21T00:00:00-05:00","","60","2749.24","USD","2025-09-09T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UNACH-2025-008-124774","RE-PU-UNACH-2025-008-124774-2025-08-12T22:34:44.845Z-compiled","2275042-RE-PU-UNACH-2025-008","8273806-RE-PU-UNACH-2025-008","","","terminated","2025-08-07T00:00:00-05:00","2025-08-17T00:00:00-05:00","","10","13228.90","USD","2025-08-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADMP_-2025-004-51620","RE-PU-GADMP_-2025-004-51620-2025-08-30T19:07:44.572Z-compiled","2277757-RE-PU-GADMP_-2025-004","8277927-RE-PU-GADMP_-2025-004","","","terminated","2025-08-27T00:00:00-05:00","2030-08-26T00:00:00-05:00","","1825","154683.48","USD","2025-08-27T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UCE-2025-001-32713","RE-PU-UCE-2025-001-32713-2025-09-04T18:36:11.553Z-compiled","2278294-RE-PU-UCE-2025-001","8261768-RE-PU-UCE-2025-001","","","terminated","2025-09-03T00:00:00-05:00","2025-09-08T00:00:00-05:00","","5","22000.00","USD","2025-09-02T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADMANTA-2025-001-2668","RE-PU-GADMANTA-2025-001-2668-2025-07-21T17:07:27.733Z-compiled","2272647-RE-PU-GADMANTA-2025-001","8232995-RE-PU-GADMANTA-2025-001","","","terminated","2025-07-18T00:00:00-05:00","2025-07-20T00:00:00-05:00","","2","20.00","USD","2025-07-18T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOLTECH-2025-002-375899","RE-PU-ESPOLTECH-2025-002-375899-2025-08-18T17:50:22.876Z-compiled","2276012-RE-PU-ESPOLTECH-2025-002","8259970-RE-PU-ESPOLTECH-2025-002","","","terminated","2025-08-14T00:00:00-05:00","2025-08-24T00:00:00-05:00","","10","6000.00","USD","2025-08-13T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HE-1-2025-093-43246","RE-PU-HE-1-2025-093-43246-2025-09-24T18:55:15.797Z-compiled","2280920-RE-PU-HE-1-2025-093","8292827-RE-PU-HE-1-2025-093","","","terminated","2025-09-10T00:00:00-05:00","2026-12-14T00:00:00-05:00","","460","4604.45","USD","2025-09-10T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPMTPQ-2025-006-282215","RE-PU-EPMTPQ-2025-006-282215-2025-09-24T18:55:17.083Z-compiled","2280926-RE-PU-EPMTPQ-2025-006","8293554-RE-PU-EPMTPQ-2025-006","","","terminated","2025-09-23T00:00:00-05:00","2025-12-22T00:00:00-05:00","","90","723042.47","USD","2025-09-22T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HEEE-2025-010-52558","RE-PU-HEEE-2025-010-52558-2025-09-10T20:09:36.910Z-compiled","2279047-RE-PU-HEEE-2025-010","8293213-RE-PU-HEEE-2025-010","","","terminated","2025-09-05T00:00:00-05:00","2025-09-25T00:00:00-05:00","","20","20856.26","USD","2025-09-05T00:00:00-05:00"
"ocds-5wno2w-02-869714","02-869714-2025-09-02T19:09:30.442Z-compiled","2278069-02","8311212-02","","","terminated","2025-09-01T00:00:00-05:00","2025-10-16T00:00:00-05:00","","45","27434.27","USD","2025-09-01T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADMSAC-2025-013-3421","RE-PU-GADMSAC-2025-013-3421-2025-09-12T19:11:58.820Z-compiled","2279376-RE-PU-GADMSAC-2025-013","8314106-RE-PU-GADMSAC-2025-013","","","terminated","2025-09-08T00:00:00-05:00","2026-11-07T00:00:00-05:00","","425","80000.00","USD","2025-09-08T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ANDEC-2025-005-467908","RE-PU-ANDEC-2025-005-467908-2025-09-17T19:12:46.846Z-compiled","2275975-RE-PU-ANDEC-2025-005","8291709-RE-PU-ANDEC-2025-005","","","terminated","2025-08-15T00:00:00-05:00","2025-11-23T00:00:00-05:00","","100","60892.38","USD","2025-08-15T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CHONE-2025-02-466685","RE-PU-CHONE-2025-02-466685-2025-08-20T18:24:18.339Z-compiled","2276432-RE-PU-CHONE-2025-02","8317442-RE-PU-CHONE-2025-02","","","terminated","2026-02-13T00:00:00-05:00","2026-03-15T00:00:00-05:00","","30","22230.00","USD","2025-08-13T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CNE-2025-002-2546","RE-PU-CNE-2025-002-2546-2025-08-21T18:42:04.193Z-compiled","2276648-RE-PU-CNE-2025-002","8278830-RE-PU-CNE-2025-002","","","terminated","2025-08-14T00:00:00-05:00","2025-08-19T00:00:00-05:00","","5","20724.15","USD","2025-08-13T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CMFIEDM-2025-009-748941","RE-PU-CMFIEDM-2025-009-748941-2025-08-22T18:41:48.613Z-compiled","2276869-RE-PU-CMFIEDM-2025-009","8296891-RE-PU-CMFIEDM-2025-009","","","terminated","2025-08-20T00:00:00-05:00","2025-09-04T00:00:00-05:00","","15","23447.25","USD","2025-08-20T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADMP_-2025-005-51620","RE-PU-GADMP_-2025-005-51620-2025-08-23T18:31:55.026Z-compiled","2276793-RE-PU-GADMP_-2025-005","8281617-RE-PU-GADMP_-2025-005","","","terminated","2025-08-15T00:00:00-05:00","2026-08-15T00:00:00-05:00","","365","26567.63","USD","2025-08-15T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ARCFIZ-2025-01-869714","RE-PU-ARCFIZ-2025-01-869714-2025-08-27T19:07:17.843Z-compiled","2277344-RE-PU-ARCFIZ-2025-01","8306751-RE-PU-ARCFIZ-2025-01","","","terminated","2025-08-19T00:00:00-05:00","2025-11-17T00:00:00-05:00","","90","29027.13","USD","2025-08-19T00:00:00-05:00"
"ocds-5wno2w-RE-PU-BANEC-2025-01-722820","RE-PU-BANEC-2025-01-722820-2025-08-28T18:58:33.770Z-compiled","2277573-RE-PU-BANEC-2025-01","8311224-RE-PU-BANEC-2025-01","","","terminated","2025-08-22T00:00:00-05:00","2026-09-21T00:00:00-05:00","","395","23872.00","USD","2025-08-22T00:00:00-05:00"
"ocds-5wno2w-RE-PU-COMEP-2025-001-1034729","RE-PU-COMEP-2025-001-1034729-2025-08-12T22:34:36.147Z-compiled","2274535-RE-PU-COMEP-2025-001","8260884-RE-PU-COMEP-2025-001","","","terminated","2025-07-31T00:00:00-05:00","2026-07-31T00:00:00-05:00","","365","41304.36","USD","2025-07-31T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EMOVEP-2025-001-315805","RE-PU-EMOVEP-2025-001-315805-2025-08-12T22:34:05.893Z-compiled","2273808-RE-PU-EMOVEP-2025-001","8245552-RE-PU-EMOVEP-2025-001","","","terminated","2025-07-24T00:00:00-05:00","2025-11-21T00:00:00-05:00","","120","20000.00","USD","2025-07-24T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPMAPASD-2025-02-273847","RE-PU-EPMAPASD-2025-02-273847-2025-08-12T22:34:50.944Z-compiled","2274411-RE-PU-EPMAPASD-2025-02","8265705-RE-PU-EPMAPASD-2025-02","","","terminated","2025-07-31T00:00:00-05:00","2026-02-26T00:00:00-05:00","","210","30000.00","USD","2025-07-31T00:00:00-05:00"
"ocds-5wno2w-RE-PU-DNPJ-2025-016-183304","RE-PU-DNPJ-2025-016-183304-2025-08-22T18:41:44.133Z-compiled","2276794-RE-PU-DNPJ-2025-016","8262980-RE-PU-DNPJ-2025-016","","","terminated","2025-08-08T00:00:00-05:00","2026-08-08T00:00:00-05:00","","365","139000.00","USD","2025-08-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EMGIRS-2025-003-325307","RE-PU-EMGIRS-2025-003-325307-2025-09-10T20:09:38.538Z-compiled","2279082-RE-PU-EMGIRS-2025-003","8292165-RE-PU-EMGIRS-2025-003","","","terminated","2025-09-08T00:00:00-05:00","2026-07-25T00:00:00-05:00","","320","6337872.00","USD","2025-08-18T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EEASA-2025-050-3233","RE-PU-EEASA-2025-050-3233-2025-10-08T19:40:09.385Z-compiled","2282496-RE-PU-EEASA-2025-050","8284798-RE-PU-EEASA-2025-050","","","terminated","2025-09-11T00:00:00-05:00","2026-01-09T00:00:00-05:00","","120","104979.00","USD","2025-09-05T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADPP-2025-16-2426","RE-PU-GADPP-2025-16-2426-2025-08-12T22:34:58.489Z","2274243-RE-PU-GADPP-2025-16","8282709-RE-PU-GADPP-2025-16","","","terminated","2025-07-30T00:00:00-05:00","2025-08-02T00:00:00-05:00","","3","30000.00","USD","2025-07-30T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOCH-2025-13-53390","RE-PU-ESPOCH-2025-13-53390-2025-08-12T22:34:01.302Z-compiled","2275023-RE-PU-ESPOCH-2025-13","8244066-RE-PU-ESPOCH-2025-13","","","terminated","2025-08-07T00:00:00-05:00","2025-08-22T00:00:00-05:00","","15","40212.25","USD","2025-08-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOCH-2025-15-53390","RE-PU-ESPOCH-2025-15-53390-2025-08-12T22:34:30.190Z-compiled","2275004-RE-PU-ESPOCH-2025-15","8261295-RE-PU-ESPOCH-2025-15","","","terminated","2025-08-06T00:00:00-05:00","2025-08-21T00:00:00-05:00","","15","17736.71","USD","2025-08-06T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOL-2025-010-26822","RE-PU-ESPOL-2025-010-26822-2025-10-16T20:06:04.864Z-compiled","2279011-RE-PU-ESPOL-2025-010","8294019-RE-PU-ESPOL-2025-010","","","terminated","2025-10-15T00:00:00-05:00","2025-10-25T00:00:00-05:00","","10","7875.00","USD","2025-09-08T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPAMMFL-2025-02-25643","RE-PU-ESPAMMFL-2025-02-25643-2025-08-21T18:42:05.820Z-compiled","2276698-RE-PU-ESPAMMFL-2025-02","8303926-RE-PU-ESPAMMFL-2025-02","","","terminated","2025-08-21T00:00:00-05:00","2025-08-31T00:00:00-05:00","","10","16744.00","USD","2025-08-20T00:00:00-05:00"
"ocds-5wno2w-RE-PU-FCQUCE-2025-001-81464","RE-PU-FCQUCE-2025-001-81464-2025-09-08T19:52:29.826Z-compiled","2276211-RE-PU-FCQUCE-2025-001","8285728-RE-PU-FCQUCE-2025-001","","","terminated","2025-08-18T00:00:00-05:00","2025-08-28T00:00:00-05:00","","10","18753.94","USD","2025-08-18T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOLTECH-2025-003-375899","RE-PU-ESPOLTECH-2025-003-375899-2025-09-12T19:11:54.076Z-compiled","2279209-RE-PU-ESPOLTECH-2025-003","8294981-RE-PU-ESPOLTECH-2025-003","","","terminated","2025-09-11T00:00:00-05:00","2025-10-26T00:00:00-05:00","","45","14835.00","USD","2025-09-10T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPP-2025-011-253178","RE-PU-EPP-2025-011-253178-2025-09-29T18:58:56.341Z-compiled","2281392-RE-PU-EPP-2025-011","8305322-RE-PU-EPP-2025-011","","","terminated","2025-09-26T00:00:00-05:00","2027-09-26T00:00:00-05:00","","730","40729.80","USD","2025-09-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPMAPS-2025-003-258814","RE-PU-EPMAPS-2025-003-258814-2025-10-16T19:58:57.440Z-compiled","2281696-RE-PU-EPMAPS-2025-003","8356042-RE-PU-EPMAPS-2025-003","","","terminated","2025-09-29T00:00:00-05:00","2025-10-14T00:00:00-05:00","","15","9828.00","USD","2025-09-29T00:00:00-05:00"
"ocds-5wno2w-RE-PU-IKIAM-2025-006-599302","RE-PU-IKIAM-2025-006-599302-2025-08-12T22:34:23.436Z-compiled","2275085-RE-PU-IKIAM-2025-006","8257611-RE-PU-IKIAM-2025-006","","","terminated","2025-08-07T00:00:00-05:00","2025-11-05T00:00:00-05:00","","90","10001.63","USD","2025-08-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HGSQ-2025-009-868544","RE-PU-HGSQ-2025-009-868544-2025-08-26T19:02:00.349Z-compiled","2277079-RE-PU-HGSQ-2025-009","8279742-RE-PU-HGSQ-2025-009","","","terminated","2025-08-18T00:00:00-05:00","2025-09-27T00:00:00-05:00","","40","81147.00","USD","2025-08-18T00:00:00-05:00"
"ocds-5wno2w-RE-PU-IGM-2025-006-36136","RE-PU-IGM-2025-006-36136-2025-09-19T19:48:23.088Z-compiled","2280440-RE-PU-IGM-2025-006","8291578-RE-PU-IGM-2025-006","","","terminated","2025-09-18T00:00:00-05:00","2026-01-16T00:00:00-05:00","","120","33897.19","USD","2025-09-18T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HGNGC-2025-006-818925","RE-PU-HGNGC-2025-006-818925-2025-09-12T19:11:51.782Z-compiled","2279330-RE-PU-HGNGC-2025-006","8283584-RE-PU-HGNGC-2025-006","","","terminated","2025-09-02T00:00:00-05:00","2026-09-02T00:00:00-05:00","","365","53613.36","USD","2025-09-02T00:00:00-05:00"
